"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",-0.502192350531457,1.09765014246608,1.34886286306186,-0.0749961080808961,1.50226311406349,0.427099947373552,-0.473579857246187,-1.61584725060795,-0.470326435281624,-0.174480510736048,1.18534280715671,0.334320098405288,-0.330654230122427,-0.0518179152107344,-0.138309255867576,-0.731110192591632
"2",0.131531165327303,1.18103650070068,-0.229743186574013,-0.947082792417432,-0.273439471845314,-0.231401444082157,0.0262090454004025,0.688871118376634,0.178636868364675,-2.12998870471764,-0.116010672090984,-1.52124193855574,0.666944479465354,-0.206456208832073,-0.79028360113775,-2.52493863853928
"3",-0.07891708981887,0.587510680666234,-1.73248478436196,0.000375809450127385,-0.524854195299454,0.403993088243726,-0.469043227236309,-0.694351419415151,-0.696649824553647,0.846223303751386,-0.279782503395203,0.545729446118213,-1.55528565620288,0.217577178037703,-1.18118203684338,-0.647091539112623
"4",0.886784809417845,1.07617257820323,-0.627309025262573,-1.52495740072791,-0.129183480955601,-0.54992152871098,-1.14306803982391,-0.651547294330969,0.73016065393483,0.895055373701607,0.054785715405234,0.19032658303013,0.20761543800334,0.762657148071939,0.2484581333589,0.492552207940766
"5",0.116971270510841,1.13665290090847,-0.24050783844931,0.0983516473640983,-0.457980374002247,-0.69314039618642,0.468587442145426,-0.350296130409981,-0.7455911404316,-0.341186718880226,-1.13361259765661,-0.655602225148965,0.0677999034355962,-1.45204838140163,0.0750742086925597,0.661293027090334
"6",0.318630087617032,0.760292660779474,-1.3375772200114,-1.52660782130733,0.276666768559953,-1.3725651750968,0.518122654075222,0.554494381792544,-0.725700797939505,0.915083873386311,1.18844820904718,0.468644154032839,-0.276307941522949,-1.43553131445744,0.213042339045066,1.23183194661815
"7",-0.58179068471591,0.147142398367481,0.243139012663813,-1.32527058152411,0.0123424016635539,-0.0774213095089387,0.685444408000076,1.88703247367404,1.06048130622125,-0.978441055695707,-0.785245106869366,0.743489463124217,1.86168868060532,-0.187141116217801,-0.965688034955681,0.964181529341062
"8",0.714532710891568,1.06645339140338,-0.552372085114525,0.603359481007715,-0.447112095274259,-0.10604583508772,-0.47605357435096,0.753471766769942,-0.926082688719557,-1.26746138595601,0.875852442560367,0.354735260180303,-1.65175363679715,-0.962696937625584,1.17399398756475,-1.13300290613086
"9",-0.825259425862769,-0.424135008707337,-1.09998772379007,-0.0975144558665597,0.1656487861657,0.440665214786128,-0.928561823510468,-2.70908117772945,-0.311394132284216,-1.64052709604914,-0.146670524362562,-1.28867573835156,-2.05469153868214,0.899018377391685,0.341125385244889,-2.0882968915213
"10",-0.359862131395465,-0.375031276974463,0.148266029042697,-0.136624134919734,-1.65091214066569,-0.284904574236877,-2.19900663542745,-1.99335301891225,-0.561126167017529,-0.758808447473481,0.333202483541985,0.935658525164761,-0.450871845962464,-0.0647571284505045,0.280129371565866,-0.840495636212279
"11",0.0898861437775305,-1.05145991730681,1.29711492734522,0.922707019070566,-1.47506496305737,0.630174074183131,-0.869560946698169,-0.628275253301999,0.59840541606252,-1.7929347040732,1.98351732235118,-0.658645200978653,0.55463027818232,-1.48140792971181,1.01889023311585,-0.993109110515206
"12",0.0962744602851301,-1.28838345654313,-1.01110908729618,-1.23456619115483,-0.138030229109564,-1.60761340579032,0.543413467334785,-1.80301323762033,2.25435740645756,1.14720256194365,0.700099360867573,-1.94131110104251,-1.13549918346256,0.209477049627529,-0.481293801943709,0.550931767360322
"13",-0.201633952183354,0.523044361882755,-1.40293803117492,-0.699677075018474,-0.729274432232965,-0.915449723957371,0.273353653661469,-0.446845926283029,0.67601636224966,1.48618113682752,1.04829451450913,-1.50513183856631,-0.331836872435105,-0.372398137878049,0.826392430994044,1.1734834388019
"14",0.739840499878431,-0.0810490293562149,-0.82717384255544,-1.4863788113501,0.610567650276508,-1.58476441595627,-0.257092947242091,-1.08443172810024,-1.15334739526732,-0.240559797965144,0.223044294552848,0.628626173841736,-2.44738754804577,0.155272140092342,-1.74034398269795,-0.245487365121871
